"/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) Y"
0.36,1.788857228,0.36,1.790562435,0.36,1.794036231,0.36,1.787538048,0.36,1.790800052,0.36,1.789756315,0.36,1.792395716,0.36,1.789184165,0.36,1.792149693,0.36,1.786071861,0.36,1.793877529,0.36,1.794940357,0.36,1.796999592,0.36,1.793033063,0.36,1.795085613,0.36,1.79444213,0.36,1.796045881,0.36,1.794084247,0.36,1.795900506,0.36,1.79207427,0.36,1.799457644,0.36,1.799568284,0.36,1.799775132,0.36,1.799364994,0.36,1.799590608,0.36,1.799517564,0.36,1.799685138,0.36,1.799482436,0.36,1.799667848,0.36,1.799260383,0.36,1.799722824,0.36,1.799783698,0.36,1.799891834,0.36,1.799671082,0.36,1.799794599,0.36,1.799755884,0.36,1.799845183,0.36,1.799736134,0.36,1.799836571,0.36,1.799611149
0.396,1.77838937,0.396,1.781379265,0.396,1.787586568,0.396,1.776147117,0.396,1.78167931,0.396,1.779947812,0.396,1.7845596,0.396,1.778912051,0.396,1.784165917,0.396,1.773645014,0.396,1.786755263,0.396,1.788894495,0.396,1.793087755,0.396,1.785096705,0.396,1.78911842,0.396,1.787881503,0.396,1.791095017,0.396,1.787141644,0.396,1.790825618,0.396,1.783207268,0.396,1.798626713,0.396,1.79888854,0.396,1.799389366,0.396,1.798411961,0.396,1.798936665,0.396,1.798767503,0.396,1.799166159,0.396,1.798682937,0.396,1.799126124,0.396,1.798170063,0.396,1.799237238,0.396,1.799395884,0.396,1.799683933,0.396,1.799105308,0.396,1.799421316,0.396,1.799322763,0.396,1.799556649,0.396,1.799270353,0.396,1.799534793,0.396,1.798952858
0.432,1.761247508,0.432,1.76602054,0.432,1.776004999,0.432,1.757787158,0.432,1.766227134,0.432,1.763701694,0.432,1.770946136,0.432,1.761974916,0.432,1.770423612,0.432,1.753873391,0.432,1.773226935,0.432,1.777201101,0.432,1.78507015,0.432,1.77023796,0.432,1.777437105,0.432,1.775295119,0.432,1.781205689,0.432,1.773869818,0.432,1.78077005,0.432,1.766802499,0.432,1.796757058,0.432,1.797334554,0.432,1.79845677,0.432,1.796292593,0.432,1.797427953,0.432,1.797065394,0.432,1.79794504,0.432,1.79687518,0.432,1.797860349,0.432,1.795769277,0.432,1.798039658,0.432,1.79842273,0.432,1.799130522,0.432,1.797728055,0.432,1.79847441,0.432,1.798244529,0.432,1.798809382,0.432,1.798115086,0.432,1.798759325,0.432,1.797367487
0.468,1.735505896,0.468,1.742558084,0.468,1.757091476,0.468,1.730565801,0.468,1.742309936,0.468,1.73907705,0.468,1.749402861,0.468,1.736380576,0.468,1.748878905,0.468,1.72483114,0.468,1.749638286,0.468,1.756435753,0.468,1.769856518,0.468,1.744699323,0.468,1.756381483,0.468,1.753125484,0.468,1.762985146,0.468,1.750560799,0.468,1.762425384,0.468,1.738901592,0.468,1.792823713,0.468,1.794015914,0.468,1.796362593,0.468,1.791885519,0.468,1.794177187,0.468,1.793455248,0.468,1.795267354,0.468,1.79305354,0.468,1.795102637,0.468,1.790827017,0.468,1.795288867,0.468,1.796153761,0.468,1.797766291,0.468,1.794600094,0.468,1.79624326,0.468,1.795747679,0.468,1.797015177,0.468,1.795447641,0.468,1.796911621,0.468,1.793798963
0.504,1.699239315,0.504,1.709150489,0.504,1.728687583,0.504,1.692528277,0.504,1.707801786,0.504,1.704175659,0.504,1.717834174,0.504,1.700125789,0.504,1.717586385,0.504,1.684419742,0.504,1.711505755,0.504,1.722421305,0.504,1.743280366,0.504,1.703852975,0.504,1.721270688,0.504,1.717013365,0.504,1.732039249,0.504,1.712602272,0.504,1.731618461,0.504,1.694497382,0.504,1.78513137,0.504,1.787412963,0.504,1.791966214,0.504,1.783384175,0.504,1.787641339,0.504,1.786327947,0.504,1.789780426,0.504,1.785536345,0.504,1.789492018,0.504,1.781405361,0.504,1.789356165,0.504,1.791194392,0.504,1.794632381,0.504,1.787925771,0.504,1.79131423,0.504,1.790322567,0.504,1.792986623,0.504,1.789664857,0.504,1.792793258,0.504,1.78624831
0.54,1.64989986,0.54,1.663571814,0.54,1.688479895,0.54,1.640943853,0.54,1.660018242,0.54,1.656589681,0.54,1.673812036,0.54,1.65055686,0.54,1.674333277,0.54,1.629500156,0.54,1.652440923,0.54,1.669644776,0.54,1.699936741,0.54,1.640776241,0.54,1.665503687,0.54,1.6609657,0.54,1.68251505,0.54,1.653355311,0.54,1.682958331,0.54,1.625472494,0.54,1.771320228,0.54,1.775323966,0.54,1.783387783,0.54,1.768352535,0.54,1.775519274,0.54,1.77339351,0.54,1.779375023,0.54,1.771947298,0.54,1.778945169,0.54,1.764953473,0.54,1.777363557,0.54,1.781025318,0.54,1.787867731,0.54,1.774594202,0.54,1.7810765,0.54,1.779267014,0.54,1.784481113,0.54,1.777903345,0.54,1.784169346,0.54,1.771300312
0.576,1.5829419,0.576,1.602116801,0.576,1.633091293,0.576,1.570733658,0.576,1.594276981,0.576,1.592155116,0.576,1.613422305,0.576,1.582908933,0.576,1.61563107,0.576,1.553871574,0.576,1.55884354,0.576,1.587871493,0.576,1.631102458,0.576,1.538727865,0.576,1.574872686,0.576,1.572998912,0.576,1.603822039,0.576,1.557811325,0.576,1.607101763,0.576,1.509088246,0.576,1.748616522,0.576,1.755086465,0.576,1.768007922,0.576,1.74398813,0.576,1.754918695,0.576,1.751916503,0.576,1.761289076,0.576,1.749448251,0.576,1.76079877,0.576,1.738556168,0.576,1.754783786,0.576,1.761601333,0.576,1.774161151,0.576,1.749798959,0.576,1.761183969,0.576,1.758277173,0.576,1.767663759,0.576,1.755592067,0.576,1.767295702,0.576,1.743700909
0.612,1.488559873,0.612,1.516948252,0.612,1.55583026,0.612,1.470425827,0.612,1.50029428,0.612,1.501988678,0.612,1.528305589,0.612,1.486773291,0.612,1.534346017,0.612,1.442334533,0.612,1.36950647,0.612,1.440856139,0.612,1.5118919,0.612,1.318886461,0.612,1.388011642,0.612,1.404311818,0.612,1.45795567,0.612,1.360159772,0.612,1.474390913,0.612,1.247620972,0.612,1.713912703,0.612,1.723771232,0.612,1.74268793,0.612,1.707111862,0.612,1.722494781,0.612,1.718855149,0.612,1.732319975,0.612,1.714819212,0.612,1.732048079,0.612,1.698783345,0.612,1.714834055,0.612,1.726946173,0.612,1.748176103,0.612,1.706285131,0.612,1.724837906,0.612,1.720935365,0.612,1.736523903,0.612,1.715769139,0.612,1.736474754,0.612,1.695228425
0.648,1.355579488,0.648,1.388836093,0.648,1.44045535,0.648,1.328618927,0.648,1.36451472,0.648,1.371219611,0.648,1.397167261,0.648,1.351929665,0.648,1.413857419,0.648,1.288174599,0.648,1.186001595,0.648,1.185738946,0.648,1.253983653,0.648,1.158058288,0.648,1.196889893,0.648,1.194709963,0.648,1.198571871,0.648,1.185066522,0.648,1.224030016,0.648,1.122613203,0.648,1.662984677,0.648,1.677721293,0.648,1.70368605,0.648,1.653172328,0.648,1.673791248,0.648,1.670234976,0.648,1.688484326,0.648,1.663646426,0.648,1.689065182,0.648,1.640319805,0.648,1.64479655,0.648,1.667270676,0.648,1.701300903,0.648,1.629494128,0.648,1.659276078,0.648,1.655790388,0.648,1.680698542,0.648,1.645104204,0.648,1.682566487,0.648,1.6070896
0.684,1.238847427,0.684,1.241704499,0.684,1.292993615,0.684,1.213350109,0.684,1.245943299,0.684,1.247623729,0.684,1.249359841,0.684,1.236695339,0.684,1.272309904,0.684,1.177754023,0.684,1.100354123,0.684,1.086840318,0.684,1.137944424,0.684,1.076412151,0.684,1.11207051,0.684,1.105314295,0.684,1.101639949,0.684,1.101142576,0.684,1.118527277,0.684,1.046671279,0.684,1.587525847,0.684,1.610535125,0.684,1.645277604,0.684,1.57263258,0.684,1.600258856,0.684,1.598638277,0.684,1.622979046,0.684,1.587127545,0.684,1.625885984,0.684,1.550835766,0.684,1.49822856,0.684,1.554938462,0.684,1.613605843,0.684,1.451908051,0.684,1.518849615,0.684,1.527024246,0.684,1.572600222,0.684,1.49148974,0.684,1.582364519,0.684,1.310130677
0.72,1.14952101,0.72,1.141009315,0.72,1.186869826,0.72,1.125197639,0.72,1.156962176,0.72,1.155412529,0.72,1.15063601,0.72,1.148442949,0.72,1.170384132,0.72,1.093044204,0.72,1.031896874,0.72,1.014405401,0.72,1.062893716,0.72,1.00921759,0.72,1.043694075,0.72,1.035030545,0.72,1.030279329,0.72,1.033314677,0.72,1.044696772,0.72,0.981534922,0.72,1.459164349,0.72,1.504340385,0.72,1.55405297,0.72,1.42852786,0.72,1.47213446,0.72,1.480980328,0.72,1.516406847,0.72,1.453636711,0.72,1.527596844,0.72,1.366063695,0.72,1.088511557,0.72,1.114499692,0.72,1.283127447,0.72,1.056651869,0.72,1.099611812,0.72,1.103524021,0.72,1.123135531,0.72,1.085860213,0.72,1.181419602,0.72,1.018319859
0.756,1.072038657,0.756,1.059994635,0.756,1.104226859,0.756,1.048862804,0.756,1.080029788,0.756,1.076677049,0.756,1.070759583,0.756,1.071616077,0.756,1.088550866,0.756,1.018688243,0.756,0.969393306,0.756,0.950341266,0.756,0.998136362,0.756,0.947483931,0.756,0.98177094,0.756,0.971881643,0.756,0.967091637,0.756,0.971267849,0.756,0.980116342,0.756,0.921098068,0.756,1.145825291,0.756,1.233246896,0.756,1.351121444,0.756,1.107094001,0.756,1.150470672,0.756,1.173875543,0.756,1.217938986,0.756,1.13813529,0.756,1.295511485,0.756,1.059771962,0.756,0.996983335,0.756,0.982408246,0.756,1.035518351,0.756,0.972748255,0.756,1.0087083,0.756,1.001170284,0.756,0.997708006,0.756,0.997962431,0.756,1.015058671,0.756,0.943219767
0.792,1.000910226,0.792,0.986855748,0.792,1.030483261,0.792,0.978462956,0.792,1.009490064,0.792,1.004810066,0.792,0.998579003,0.792,1.000973363,0.792,1.015019872,0.792,0.949605908,0.792,0.910298608,0.792,0.890259424,0.792,0.937958468,0.792,0.888869432,0.792,0.92323829,0.792,0.912381346,0.792,0.907799637,0.792,0.91252932,0.792,0.919826679,0.792,0.863371313,0.792,1.024816878,0.792,1.019085452,0.792,1.069839904,0.792,0.999027577,0.792,1.032209189,0.792,1.03193837,0.792,1.027819808,0.792,1.02342124,0.792,1.051087239,0.792,0.965324776,0.792,0.932531319,0.792,0.912879288,0.792,0.96217545,0.792,0.910096698,0.792,0.945095696,0.792,0.935014676,0.792,0.929763176,0.792,0.934452205,0.792,0.943422836,0.792,0.88327622
0.828,0.933700099,0.828,0.918285782,0.828,0.961842052,0.828,0.911737621,0.828,0.942876017,0.828,0.937099994,0.828,0.930885094,0.828,0.934161415,0.828,0.946298352,0.828,0.883829988,0.828,0.853363653,0.828,0.832585263,0.828,0.880472546,0.828,0.83225913,0.828,0.866843699,0.828,0.855155774,0.828,0.850857692,0.828,0.855895965,0.828,0.862103579,0.828,0.807428743,0.828,0.946957438,0.828,0.933191374,0.828,0.979285388,0.828,0.923406875,0.828,0.955556367,0.828,0.951266583,0.828,0.944712574,0.828,0.946836331,0.828,0.962560333,0.828,0.893264579,0.828,0.875890708,0.828,0.854497853,0.828,0.902867248,0.828,0.854271101,0.828,0.889208288,0.828,0.877668488,0.828,0.872492953,0.828,0.878344802,0.828,0.88457463,0.828,0.828854085
0.864,0.869180989,0.864,0.852704649,0.864,0.896469235,0.864,0.847560974,0.864,0.878945152,0.864,0.872202746,0.864,0.866127683,0.864,0.869989528,0.864,0.880706154,0.864,0.820396565,0.864,0.797980891,0.864,0.776588199,0.864,0.824785374,0.864,0.777121119,0.864,0.811972436,0.864,0.799541285,0.864,0.795538186,0.864,0.80077988,0.864,0.806131063,0.864,0.752845146,0.864,0.879880123,0.864,0.863584405,0.864,0.908373098,0.864,0.857338584,0.864,0.889391276,0.864,0.883219471,0.864,0.876514396,0.864,0.880446199,0.864,0.892458701,0.864,0.82896298,0.864,0.822822654,0.864,0.800426095,0.864,0.848832268,0.864,0.801702101,0.864,0.836815496,0.864,0.824189364,0.864,0.81935103,0.864,0.825671467,0.864,0.830317434,0.864,0.777229266
0.9,0.806727375,0.9,0.789351206,0.9,0.833440849,0.9,0.785383124,0.9,0.817055315,0.9,0.809435084,0.9,0.803542364,0.9,0.807848982,0.9,0.817401255,0.9,0.758868901,0.9,0.743883784,0.9,0.721960169,0.9,0.770472446,0.9,0.723246138,0.9,0.758343891,0.9,0.745241763,0.9,0.741517903,0.9,0.746922342,0.9,0.75153372,0.9,0.699490475,0.9,0.817816038,0.9,0.799979945,0.9,0.844737005,0.9,0.795892018,0.9,0.828116645,0.9,0.820570522,0.9,0.81404733,0.9,0.818879727,0.9,0.828637703,0.9,0.768697351,0.9,0.771919122,0.9,0.748846276,0.9,0.797523286,0.9,0.751148668,0.9,0.78652615,0.9,0.773006522,0.9,0.768583703,0.9,0.775090554,0.9,0.778687359,0.9,0.727399336
0.936,0.746090259,0.936,0.727933231,0.936,0.772317723,0.936,0.725026654,0.936,0.756931597,0.936,0.748513973,0.936,0.742808823,0.936,0.747496792,0.936,0.756007716,0.936,0.699171449,0.936,0.691039916,0.936,0.668669489,0.936,0.717384246,0.936,0.670658425,0.936,0.705900861,0.936,0.692206114,0.936,0.68873093,0.936,0.694291418,0.936,0.698208164,0.936,0.647464907,0.936,0.758909709,0.936,0.740012715,0.936,0.785004433,0.936,0.73742698,0.936,0.769914804,0.936,0.761257899,0.936,0.755043875,0.936,0.760374118,0.936,0.7686013,0.936,0.711147165,0.936,0.722563002,0.936,0.698975171,0.936,0.747986447,0.936,0.702077783,0.936,0.737729895,0.936,0.723433331,0.936,0.719432433,0.936,0.726013735,0.936,0.728809785,0.936,0.678951759
0.972,0.687324383,0.972,0.668516897,0.972,0.712992694,0.972,0.666629398,0.972,0.698586467,0.972,0.689469936,0.972,0.683936433,0.972,0.688985551,0.972,0.696486761,0.972,0.641555801,0.972,0.639625299,0.972,0.616925444,0.972,0.665581123,0.972,0.619601958,0.972,0.654778252,0.972,0.640596149,0.972,0.637326702,0.972,0.643057006,0.972,0.646271639,0.972,0.597100466,0.972,0.702361211,0.972,0.68265789,0.972,0.727927126,0.972,0.681260428,0.972,0.713990854,0.972,0.7043876,0.972,0.698515094,0.972,0.704167203,0.972,0.71120233,0.972,0.655798762,0.972,0.674515638,0.972,0.650515468,0.972,0.69981935,0.972,0.654307014,0.972,0.690183737,0.972,0.675197722,0.972,0.671599233,0.972,0.678214533,0.972,0.680325042,0.972,0.631783464
1.008,0.630795775,1.008,0.611527277,1.008,0.655654255,1.008,0.610666238,1.008,0.64231818,1.008,0.632648152,1.008,0.627253967,1.008,0.632670652,1.008,0.639117591,1.008,0.586639949,1.008,0.590045119,1.008,0.567201662,1.008,0.615328449,1.008,0.570571556,1.008,0.605315487,1.008,0.590804356,1.008,0.587682341,1.008,0.593610271,1.008,0.596069485,1.008,0.549003013,1.008,0.647901223,1.008,0.627574002,1.008,0.672996895,1.008,0.62721026,1.008,0.660058506,1.008,0.649643638,1.008,0.644105552,1.008,0.650003413,1.008,0.656000682,1.008,0.602593266,1.008,0.627769441,1.008,0.603450934,1.008,0.652905016,1.008,0.60787956,1.008,0.643861207,1.008,0.628273069,1.008,0.625044008,1.008,0.631687743,1.008,0.633154553,1.008,0.58600523
1.044,0.577239277,1.044,0.557808536,1.044,0.600817377,1.044,0.558013314,1.044,0.588759906,1.044,0.578763656,1.044,0.57346027,1.044,0.57926648,1.044,0.584542987,1.044,0.535470414,1.044,0.542982719,1.044,0.520289964,1.044,0.567129178,1.044,0.524365178,1.044,0.558097448,1.044,0.543502379,1.044,0.540448145,1.044,0.546610732,1.044,0.54821923,1.044,0.504099483,1.044,0.595617032,1.044,0.57485023,1.044,0.620120907,1.044,0.575453193,1.044,0.608165594,1.044,0.597084373,1.044,0.59185113,1.044,0.597970445,1.044,0.602973621,1.044,0.551828536,1.044,0.582499912,1.044,0.55798325,1.044,0.607316826,1.044,0.563027547,1.044,0.598897962,1.044,0.582822619,1.044,0.579915341,1.044,0.586602251,1.044,0.587421693,1.044,0.541918283
1.08,0.527802881,1.08,0.508647927,1.08,0.549387477,1.08,0.509954379,1.08,0.538937014,1.08,0.528950443,1.08,0.523677254,1.08,0.529893584,1.08,0.533829253,1.08,0.489445309,1.08,0.499429001,1.08,0.477309618,1.08,0.521771925,1.08,0.482081219,1.08,0.513994457,1.08,0.499674492,1.08,0.496585446,1.08,0.503018464,1.08,0.503654693,1.08,0.463570479,1.08,0.545918347,1.08,0.524952265,1.08,0.569525241,1.08,0.526507479,1.08,0.558653928,1.08,0.547097575,1.08,0.542120239,1.08,0.54846741,1.08,0.552438981,1.08,0.504161268,1.08,0.539061111,1.08,0.514528252,1.08,0.563288729,1.08,0.520175155,1.08,0.555578162,1.08,0.539192437,1.08,0.536535252,1.08,0.543294558,1.08,0.543434546,1.08,0.500024288
1.116,0.483867068,1.116,0.4654783,1.116,0.502650061,1.116,0.467844964,1.116,0.494179227,1.116,0.484600225,1.116,0.479309703,1.116,0.485918966,1.116,0.488369309,1.116,0.449759523,1.116,0.460539391,1.116,0.439457578,1.116,0.480321614,1.116,0.444855363,1.116,0.474099494,1.116,0.460487005,1.116,0.45726151,1.116,0.463972633,1.116,0.463544979,1.116,0.428426712,1.116,0.499557203,1.116,0.478734792,1.116,0.521751425,1.116,0.481251308,1.116,0.512176113,1.116,0.500417797,1.116,0.495626945,1.116,0.502225207,1.116,0.505062944,1.116,0.460608395,1.116,0.498001173,1.116,0.473736076,1.116,0.521216347,1.116,0.479956582,1.116,0.5143433,1.116,0.497926781,1.116,0.495410197,1.116,0.502282266,1.116,0.50169753,1.116,0.46104069
1.152,0.44635163,1.152,0.42901562,1.152,0.461902606,1.152,0.43227237,1.152,0.455591652,1.152,0.446686617,1.152,0.441391929,1.152,0.448299539,1.152,0.449298656,1.152,0.416539242,1.152,0.427114194,1.152,0.407341082,1.152,0.443863083,1.152,0.413221877,1.152,0.439361068,1.152,0.426778462,1.152,0.423375918,1.152,0.430310275,1.152,0.428855164,1.152,0.39883969,1.152,0.457596658,1.152,0.437364129,1.152,0.477673251,1.152,0.440826701,1.152,0.469694744,1.152,0.458102197,1.152,0.453415586,1.152,0.460283037,1.152,0.461856696,1.152,0.422332091,1.152,0.460066238,1.152,0.436479031,1.152,0.481673496,1.152,0.443198835,1.152,0.475810047,1.152,0.459773971,1.152,0.457244007,1.152,0.464272346,1.152,0.462923984,1.152,0.425843402
1.188,0.415022653,1.188,0.398711907,1.188,0.427630118,1.188,0.402637419,1.188,0.423274157,1.188,0.415030017,1.188,0.409809385,1.188,0.416869626,1.188,0.416659168,1.188,0.388874313,1.188,0.399042278,1.188,0.380551491,1.188,0.412896859,1.188,0.386750406,1.188,0.409982041,1.188,0.398477823,1.188,0.39494112,1.188,0.401992799,1.188,0.39969907,1.188,0.374098975,1.188,0.421090985,1.188,0.40184678,1.188,0.438393082,1.188,0.406153213,1.188,0.432285445,1.188,0.421229221,1.188,0.416590162,1.188,0.423699051,1.188,0.423950199,1.188,0.389974795,1.188,0.426095801,1.188,0.403649965,1.188,0.445408734,1.188,0.410727681,1.188,0.44074468,1.188,0.425587023,1.188,0.422873653,1.188,0.430081476,1.188,0.427971402,1.188,0.395157364
1.224,0.388852932,1.224,0.373402082,1.224,0.39917634,1.224,0.377819952,1.224,0.39636252,1.224,0.388609787,1.224,0.383551999,1.224,0.390636574,1.224,0.389500372,1.224,0.365637716,1.224,0.375497464,1.224,0.358127998,1.224,0.386988738,1.224,0.364502838,1.224,0.385321582,1.224,0.374769371,1.224,0.371164808,1.224,0.378231812,1.224,0.375339353,1.224,0.353222961,1.224,0.390398732,1.224,0.372267663,1.224,0.40477169,1.224,0.377237346,1.224,0.400557639,1.224,0.390208555,1.224,0.385632468,1.224,0.392887677,1.224,0.391938067,1.224,0.363148521,1.224,0.396656398,1.224,0.375647587,1.224,0.413201638,1.224,0.3828991,1.224,0.409847909,1.224,0.395959784,1.224,0.392956367,1.224,0.400313419,1.224,0.397532243,1.224,0.369059965
1.26,0.366779425,1.26,0.352024313,1.26,0.375425276,1.26,0.356816471,1.26,0.373776409,1.26,0.366344482,1.26,0.361515018,1.26,0.36853706,1.26,0.366696389,1.26,0.345914031,1.26,0.355531593,1.26,0.339129242,1.26,0.365201755,1.26,0.345564953,1.26,0.364436596,1.26,0.354695852,1.26,0.351066173,1.26,0.358077766,1.26,0.35479611,1.26,0.335356615,1.26,0.36492653,1.26,0.347798735,1.26,0.376786211,1.26,0.353253772,1.26,0.374180932,1.26,0.364476912,1.26,0.360024823,1.26,0.367310965,1.26,0.365408014,1.26,0.340874263,1.26,0.371633983,1.26,0.352072954,1.26,0.385455971,1.26,0.359336263,1.26,0.38332526,1.26,0.37080051,1.26,0.367510848,1.26,0.374938561,1.26,0.371660619,1.26,0.346963637
